k 16 
p edge 70 1855 
e 68 62 14
e 68 63 11
e 68 65 6
e 69 1 10
e 69 2 2
e 69 3 6
e 69 4 6
e 69 5 11
e 69 6 9
e 69 7 5
e 69 8 9
e 69 9 1
e 69 10 15
e 69 11 4
e 69 12 14
e 69 13 13
e 69 14 4
e 69 15 15
e 69 16 12
e 69 17 1
e 69 18 8
e 69 19 2
e 69 20 6
e 69 21 9
e 69 22 9
e 69 23 9
e 69 24 7
e 69 25 9
e 69 26 1
e 69 27 11
e 69 28 3
e 69 32 13
e 69 33 13
e 69 34 12
e 69 36 11
e 69 37 1
e 69 38 11
e 69 39 3
e 69 40 2
e 69 41 5
e 69 42 12
e 69 43 12
e 69 44 10
e 69 45 3
e 69 46 11
e 69 47 10
e 69 48 6
e 69 52 11
e 69 53 9
e 69 54 7
e 69 56 12
e 69 57 3
e 69 58 9
e 69 62 14
e 69 63 7
e 69 64 9
e 70 1 10
e 70 2 3
e 70 3 3
e 70 4 10
e 70 5 8
e 70 6 8
e 70 7 13
e 70 8 2
e 70 9 11
e 70 10 8
e 70 11 14
e 70 12 13
e 70 13 2
e 70 14 10
e 70 15 15
e 70 16 9
e 70 17 8
e 70 18 5
e 70 19 11
e 70 20 1
e 70 21 3
e 70 22 1
e 70 23 1
e 70 24 11
e 70 25 11
e 70 26 10
e 70 27 3
e 70 28 5
e 70 29 1
e 70 30 2
e 70 31 11
e 70 36 15
e 70 37 7
e 70 38 5
e 70 39 10
e 70 40 10
e 70 41 9
e 70 42 15
e 70 43 11
e 70 44 15
e 70 45 4
e 70 46 4
e 70 47 14
e 70 48 13
e 70 49 9
e 70 50 12
e 70 51 6
e 70 56 12
e 70 57 5
e 70 58 2
e 70 59 4
e 70 60 1
e 70 61 2
